date,compute_type,customer_segment,compute_hours
2026-02-09,CPU Interactive,Enterprise,5142
2026-02-09,CPU Interactive,Mid-Market,3266
2026-02-09,CPU Interactive,Startup,2462
2026-02-09,CPU Interactive,Research/Academic,2676
2026-02-10,GPU Training,Enterprise,25946
2026-02-10,GPU Training,Mid-Market,10088
2026-02-10,GPU Training,Startup,5478
2026-02-10,GPU Training,Research/Academic,4412
2026-02-10,GPU Inference,Enterprise,25688
2026-02-10,GPU Inference,Mid-Market,14211
2026-02-10,GPU Inference,Startup,15751
2026-02-10,GPU Inference,Research/Academic,1579
2026-02-10,CPU Batch,Enterprise,7278
2026-02-10,CPU Batch,Mid-Market,4590
2026-02-10,CPU Batch,Startup,1244
2026-02-10,CPU Batch,Research/Academic,1593
2026-02-10,CPU Interactive,Enterprise,6080
2026-02-10,CPU Interactive,Mid-Market,3480
2026-02-10,CPU Interactive,Startup,2324
2026-02-10,CPU Interactive,Research/Academic,3075
2026-02-11,GPU Training,Enterprise,26858
2026-02-11,GPU Training,Mid-Market,10794
2026-02-11,GPU Training,Startup,4582
2026-02-11,GPU Training,Research/Academic,5201
2026-02-11,GPU Inference,Enterprise,26786
2026-02-11,GPU Inference,Mid-Market,15715
2026-02-11,GPU Inference,Startup,14899
2026-02-11,GPU Inference,Research/Academic,1871
2026-02-11,CPU Batch,Enterprise,8028
2026-02-11,CPU Batch,Mid-Market,4459
2026-02-11,CPU Batch,Startup,1167
2026-02-11,CPU Batch,Research/Academic,1540
2026-02-11,CPU Interactive,Enterprise,6310
2026-02-11,CPU Interactive,Mid-Market,3393
2026-02-11,CPU Interactive,Startup,3047
2026-02-11,CPU Interactive,Research/Academic,3156
2026-02-12,GPU Training,Enterprise,27143
2026-02-12,GPU Training,Mid-Market,10826
2026-02-12,GPU Training,Startup,6081
2026-02-12,GPU Training,Research/Academic,4711
2026-02-12,GPU Inference,Enterprise,27300
2026-02-12,GPU Inference,Mid-Market,15089
2026-02-12,GPU Inference,Startup,11931
2026-02-12,GPU Inference,Research/Academic,1508
2026-02-12,CPU Batch,Enterprise,7914
2026-02-12,CPU Batch,Mid-Market,4515
2026-02-12,CPU Batch,Startup,1255
2026-02-12,CPU Batch,Research/Academic,1867
2026-02-12,CPU Interactive,Enterprise,6496
2026-02-12,CPU Interactive,Mid-Market,4019
2026-02-12,CPU Interactive,Startup,3030
2026-02-12,CPU Interactive,Research/Academic,3421
2026-02-13,GPU Training,Enterprise,25427
2026-02-13,GPU Training,Mid-Market,10555
2026-02-13,GPU Training,Startup,6623
2026-02-13,GPU Training,Research/Academic,4622
2026-02-13,GPU Inference,Enterprise,26361
2026-02-13,GPU Inference,Mid-Market,13014
2026-02-13,GPU Inference,Startup,16959
2026-02-13,GPU Inference,Research/Academic,1604
2026-02-13,CPU Batch,Enterprise,7213
2026-02-13,CPU Batch,Mid-Market,4120
2026-02-13,CPU Batch,Startup,950
2026-02-13,CPU Batch,Research/Academic,1507
2026-02-13,CPU Interactive,Enterprise,6585
2026-02-13,CPU Interactive,Mid-Market,3251
2026-02-13,CPU Interactive,Startup,2031
2026-02-13,CPU Interactive,Research/Academic,2878
2026-02-14,GPU Training,Enterprise,19624
2026-02-14,GPU Training,Mid-Market,8541
2026-02-14,GPU Training,Startup,3921
2026-02-14,GPU Training,Research/Academic,3522
2026-02-14,GPU Inference,Enterprise,17234
2026-02-14,GPU Inference,Mid-Market,12042
2026-02-14,GPU Inference,Startup,10023
2026-02-14,GPU Inference,Research/Academic,1181
2026-02-14,CPU Batch,Enterprise,5149
2026-02-14,CPU Batch,Mid-Market,2709
2026-02-14,CPU Batch,Startup,776
2026-02-14,CPU Batch,Research/Academic,1029
2026-02-14,CPU Interactive,Enterprise,3513
2026-02-14,CPU Interactive,Mid-Market,1775
2026-02-14,CPU Interactive,Startup,1032
2026-02-14,CPU Interactive,Research/Academic,1445
2026-02-15,GPU Training,Enterprise,19805
2026-02-15,GPU Training,Mid-Market,7411
2026-02-15,GPU Training,Startup,4030
2026-02-15,GPU Training,Research/Academic,3549
2026-02-15,GPU Inference,Enterprise,15808
2026-02-15,GPU Inference,Mid-Market,9487
2026-02-15,GPU Inference,Startup,7877
2026-02-15,GPU Inference,Research/Academic,1130
2026-02-15,CPU Batch,Enterprise,4397
2026-02-15,CPU Batch,Mid-Market,2374
2026-02-15,CPU Batch,Startup,805
2026-02-15,CPU Batch,Research/Academic,998
2026-02-15,CPU Interactive,Enterprise,2815
2026-02-15,CPU Interactive,Mid-Market,1540
2026-02-15,CPU Interactive,Startup,1393
2026-02-15,CPU Interactive,Research/Academic,1434
2026-02-16,GPU Training,Enterprise,13787
2026-02-16,GPU Training,Mid-Market,5770
2026-02-16,GPU Training,Startup,4637
2026-02-16,GPU Training,Research/Academic,2175
2026-02-16,GPU Inference,Enterprise,13723
2026-02-16,GPU Inference,Mid-Market,8458
2026-02-16,GPU Inference,Startup,10274
2026-02-16,GPU Inference,Research/Academic,827
2026-02-16,CPU Batch,Enterprise,4383
2026-02-16,CPU Batch,Mid-Market,2691
2026-02-16,CPU Batch,Startup,992
2026-02-16,CPU Batch,Research/Academic,892
2026-02-16,CPU Interactive,Enterprise,3119
2026-02-16,CPU Interactive,Mid-Market,2006
2026-02-16,CPU Interactive,Startup,1947
2026-02-16,CPU Interactive,Research/Academic,1485
2026-02-17,GPU Training,Enterprise,27753
2026-02-17,GPU Training,Mid-Market,11058
2026-02-17,GPU Training,Startup,7269
2026-02-17,GPU Training,Research/Academic,4336
2026-02-17,GPU Inference,Enterprise,26236
2026-02-17,GPU Inference,Mid-Market,14484
2026-02-17,GPU Inference,Startup,13240
2026-02-17,GPU Inference,Research/Academic,1488
2026-02-17,CPU Batch,Enterprise,8263
2026-02-17,CPU Batch,Mid-Market,3935
2026-02-17,CPU Batch,Startup,1304
2026-02-17,CPU Batch,Research/Academic,1468
2026-02-17,CPU Interactive,Enterprise,6279
2026-02-17,CPU Interactive,Mid-Market,3258
2026-02-17,CPU Interactive,Startup,2170
2026-02-17,CPU Interactive,Research/Academic,3002
2026-02-18,GPU Training,Enterprise,27272
2026-02-18,GPU Training,Mid-Market,10656
2026-02-18,GPU Training,Startup,6154
2026-02-18,GPU Training,Research/Academic,5058
2026-02-18,GPU Inference,Enterprise,26308
2026-02-18,GPU Inference,Mid-Market,14129
2026-02-18,GPU Inference,Startup,14301
2026-02-18,GPU Inference,Research/Academic,1875
2026-02-18,CPU Batch,Enterprise,8531
2026-02-18,CPU Batch,Mid-Market,4037
2026-02-18,CPU Batch,Startup,1265
2026-02-18,CPU Batch,Research/Academic,1859
2026-02-18,CPU Interactive,Enterprise,6876
2026-02-18,CPU Interactive,Mid-Market,3331
2026-02-18,CPU Interactive,Startup,2362
2026-02-18,CPU Interactive,Research/Academic,3161
2026-02-19,GPU Training,Enterprise,27426
2026-02-19,GPU Training,Mid-Market,10528
2026-02-19,GPU Training,Startup,6215
2026-02-19,GPU Training,Research/Academic,5371
2026-02-19,GPU Inference,Enterprise,25825
2026-02-19,GPU Inference,Mid-Market,16843
2026-02-19,GPU Inference,Startup,13336
2026-02-19,GPU Inference,Research/Academic,1847
2026-02-19,CPU Batch,Enterprise,8577
2026-02-19,CPU Batch,Mid-Market,4453
2026-02-19,CPU Batch,Startup,1269
2026-02-19,CPU Batch,Research/Academic,1792
2026-02-19,CPU Interactive,Enterprise,6482
2026-02-19,CPU Interactive,Mid-Market,3805
2026-02-19,CPU Interactive,Startup,2588
2026-02-19,CPU Interactive,Research/Academic,3373
2026-02-20,GPU Training,Enterprise,25356
2026-02-20,GPU Training,Mid-Market,9881
2026-02-20,GPU Training,Startup,4871
2026-02-20,GPU Training,Research/Academic,4510
2026-02-20,GPU Inference,Enterprise,24440
2026-02-20,GPU Inference,Mid-Market,13799
2026-02-20,GPU Inference,Startup,11954
2026-02-20,GPU Inference,Research/Academic,1929
2026-02-20,CPU Batch,Enterprise,7523
2026-02-20,CPU Batch,Mid-Market,3868
2026-02-20,CPU Batch,Startup,1318
2026-02-20,CPU Batch,Research/Academic,1883
2026-02-20,CPU Interactive,Enterprise,5935
2026-02-20,CPU Interactive,Mid-Market,3343
2026-02-20,CPU Interactive,Startup,2829
2026-02-20,CPU Interactive,Research/Academic,3084
2026-02-21,GPU Training,Enterprise,20791
2026-02-21,GPU Training,Mid-Market,7766
2026-02-21,GPU Training,Startup,4648
2026-02-21,GPU Training,Research/Academic,3097
2026-02-21,GPU Inference,Enterprise,17734
2026-02-21,GPU Inference,Mid-Market,11208
2026-02-21,GPU Inference,Startup,11179
2026-02-21,GPU Inference,Research/Academic,1241
2026-02-21,CPU Batch,Enterprise,4832
2026-02-21,CPU Batch,Mid-Market,2594
2026-02-21,CPU Batch,Startup,786
2026-02-21,CPU Batch,Research/Academic,1082
2026-02-21,CPU Interactive,Enterprise,3134
2026-02-21,CPU Interactive,Mid-Market,1821
2026-02-21,CPU Interactive,Startup,1656
2026-02-21,CPU Interactive,Research/Academic,1640
2026-02-22,GPU Training,Enterprise,19345
2026-02-22,GPU Training,Mid-Market,7069
2026-02-22,GPU Training,Startup,3393
2026-02-22,GPU Training,Research/Academic,2935
2026-02-22,GPU Inference,Enterprise,15365
2026-02-22,GPU Inference,Mid-Market,9215
2026-02-22,GPU Inference,Startup,9057
2026-02-22,GPU Inference,Research/Academic,1002
2026-02-22,CPU Batch,Enterprise,4502
2026-02-22,CPU Batch,Mid-Market,2683
2026-02-22,CPU Batch,Startup,926
2026-02-22,CPU Batch,Research/Academic,1000
2026-02-22,CPU Interactive,Enterprise,2822
2026-02-22,CPU Interactive,Mid-Market,1682
2026-02-22,CPU Interactive,Startup,1359
2026-02-22,CPU Interactive,Research/Academic,1166
2026-02-23,GPU Training,Enterprise,27149
2026-02-23,GPU Training,Mid-Market,9751
2026-02-23,GPU Training,Startup,5171
2026-02-23,GPU Training,Research/Academic,4197
2026-02-23,GPU Inference,Enterprise,25635
2026-02-23,GPU Inference,Mid-Market,13065
2026-02-23,GPU Inference,Startup,12884
2026-02-23,GPU Inference,Research/Academic,1737
2026-02-23,CPU Batch,Enterprise,7677
2026-02-23,CPU Batch,Mid-Market,4228
2026-02-23,CPU Batch,Startup,1197
2026-02-23,CPU Batch,Research/Academic,1690
2026-02-23,CPU Interactive,Enterprise,5931
2026-02-23,CPU Interactive,Mid-Market,3428
2026-02-23,CPU Interactive,Startup,2435
2026-02-23,CPU Interactive,Research/Academic,2953
2026-02-24,GPU Training,Enterprise,27837
2026-02-24,GPU Training,Mid-Market,12839
2026-02-24,GPU Training,Startup,6708
2026-02-24,GPU Training,Research/Academic,4503
2026-02-24,GPU Inference,Enterprise,25651
2026-02-24,GPU Inference,Mid-Market,14580
2026-02-24,GPU Inference,Startup,13477
2026-02-24,GPU Inference,Research/Academic,1823
2026-02-24,CPU Batch,Enterprise,7619
2026-02-24,CPU Batch,Mid-Market,4608
2026-02-24,CPU Batch,Startup,1085
2026-02-24,CPU Batch,Research/Academic,1444
2026-02-24,CPU Interactive,Enterprise,6110
2026-02-24,CPU Interactive,Mid-Market,3257
2026-02-24,CPU Interactive,Startup,2150
2026-02-24,CPU Interactive,Research/Academic,2812
2026-02-25,GPU Training,Enterprise,27338
2026-02-25,GPU Training,Mid-Market,11171
2026-02-25,GPU Training,Startup,5643
2026-02-25,GPU Training,Research/Academic,4552
2026-02-25,GPU Inference,Enterprise,27388
2026-02-25,GPU Inference,Mid-Market,16420
2026-02-25,GPU Inference,Startup,17243
2026-02-25,GPU Inference,Research/Academic,1822
2026-02-25,CPU Batch,Enterprise,8135
2026-02-25,CPU Batch,Mid-Market,4306
2026-02-25,CPU Batch,Startup,1398
2026-02-25,CPU Batch,Research/Academic,1747
2026-02-25,CPU Interactive,Enterprise,6720
2026-02-25,CPU Interactive,Mid-Market,3141
2026-02-25,CPU Interactive,Startup,2523
2026-02-25,CPU Interactive,Research/Academic,3154
2026-02-26,GPU Training,Enterprise,28174
2026-02-26,GPU Training,Mid-Market,10462
2026-02-26,GPU Training,Startup,5208
2026-02-26,GPU Training,Research/Academic,5070
2026-02-26,GPU Inference,Enterprise,26606
2026-02-26,GPU Inference,Mid-Market,13546
2026-02-26,GPU Inference,Startup,16049
2026-02-26,GPU Inference,Research/Academic,1869
2026-02-26,CPU Batch,Enterprise,8027
2026-02-26,CPU Batch,Mid-Market,4093
2026-02-26,CPU Batch,Startup,1302
2026-02-26,CPU Batch,Research/Academic,1866
2026-02-26,CPU Interactive,Enterprise,6137
2026-02-26,CPU Interactive,Mid-Market,3301
2026-02-26,CPU Interactive,Startup,2472
2026-02-26,CPU Interactive,Research/Academic,3145
2026-02-27,GPU Training,Enterprise,26410
2026-02-27,GPU Training,Mid-Market,11166
2026-02-27,GPU Training,Startup,6629
2026-02-27,GPU Training,Research/Academic,4641
2026-02-27,GPU Inference,Enterprise,26776
2026-02-27,GPU Inference,Mid-Market,14909
2026-02-27,GPU Inference,Startup,13853
2026-02-27,GPU Inference,Research/Academic,1550
2026-02-27,CPU Batch,Enterprise,7526
2026-02-27,CPU Batch,Mid-Market,3861
2026-02-27,CPU Batch,Startup,1261
2026-02-27,CPU Batch,Research/Academic,1677
2026-02-27,CPU Interactive,Enterprise,5643
2026-02-27,CPU Interactive,Mid-Market,3381
2026-02-27,CPU Interactive,Startup,2193
2026-02-27,CPU Interactive,Research/Academic,2642
2026-02-28,GPU Training,Enterprise,20032
2026-02-28,GPU Training,Mid-Market,7526
2026-02-28,GPU Training,Startup,4773
2026-02-28,GPU Training,Research/Academic,3412
2026-02-28,GPU Inference,Enterprise,18930
2026-02-28,GPU Inference,Mid-Market,9927
2026-02-28,GPU Inference,Startup,9231
2026-02-28,GPU Inference,Research/Academic,1396
2026-02-28,CPU Batch,Enterprise,4901
2026-02-28,CPU Batch,Mid-Market,3096
2026-02-28,CPU Batch,Startup,1044
2026-02-28,CPU Batch,Research/Academic,1167
2026-02-28,CPU Interactive,Enterprise,3261
2026-02-28,CPU Interactive,Mid-Market,2055
2026-02-28,CPU Interactive,Startup,1296
2026-02-28,CPU Interactive,Research/Academic,1503
2026-03-01,GPU Training,Enterprise,21569
2026-03-01,GPU Training,Mid-Market,8344
2026-03-01,GPU Training,Startup,4227
2026-03-01,GPU Training,Research/Academic,4030
2026-03-01,GPU Inference,Enterprise,18252
2026-03-01,GPU Inference,Mid-Market,10503
2026-03-01,GPU Inference,Startup,8380
2026-03-01,GPU Inference,Research/Academic,1237
2026-03-01,CPU Batch,Enterprise,4867
2026-03-01,CPU Batch,Mid-Market,2540
2026-03-01,CPU Batch,Startup,824
2026-03-01,CPU Batch,Research/Academic,1164
2026-03-01,CPU Interactive,Enterprise,3297
2026-03-01,CPU Interactive,Mid-Market,1889
2026-03-01,CPU Interactive,Startup,1300
2026-03-01,CPU Interactive,Research/Academic,1517
2026-03-02,GPU Training,Enterprise,30168
2026-03-02,GPU Training,Mid-Market,11140
2026-03-02,GPU Training,Startup,6987
2026-03-02,GPU Training,Research/Academic,5428
2026-03-02,GPU Inference,Enterprise,28034
2026-03-02,GPU Inference,Mid-Market,15445
2026-03-02,GPU Inference,Startup,14387
2026-03-02,GPU Inference,Research/Academic,1689
2026-03-02,CPU Batch,Enterprise,8507
2026-03-02,CPU Batch,Mid-Market,5139
2026-03-02,CPU Batch,Startup,1252
2026-03-02,CPU Batch,Research/Academic,2022
2026-03-02,CPU Interactive,Enterprise,6371
2026-03-02,CPU Interactive,Mid-Market,4230
2026-03-02,CPU Interactive,Startup,2436
2026-03-02,CPU Interactive,Research/Academic,3082
2026-03-03,GPU Training,Enterprise,29613
2026-03-03,GPU Training,Mid-Market,11606
2026-03-03,GPU Training,Startup,7803
2026-03-03,GPU Training,Research/Academic,5364
2026-03-03,GPU Inference,Enterprise,31758
2026-03-03,GPU Inference,Mid-Market,15549
2026-03-03,GPU Inference,Startup,17480
2026-03-03,GPU Inference,Research/Academic,1846
2026-03-03,CPU Batch,Enterprise,8460
2026-03-03,CPU Batch,Mid-Market,4913
2026-03-03,CPU Batch,Startup,1503
2026-03-03,CPU Batch,Research/Academic,1880
2026-03-03,CPU Interactive,Enterprise,7208
2026-03-03,CPU Interactive,Mid-Market,4191
2026-03-03,CPU Interactive,Startup,3408
2026-03-03,CPU Interactive,Research/Academic,3062
2026-03-04,GPU Training,Enterprise,34189
2026-03-04,GPU Training,Mid-Market,14568
2026-03-04,GPU Training,Startup,6670
2026-03-04,GPU Training,Research/Academic,4736
2026-03-04,GPU Inference,Enterprise,29693
2026-03-04,GPU Inference,Mid-Market,17002
2026-03-04,GPU Inference,Startup,21206
2026-03-04,GPU Inference,Research/Academic,2055
2026-03-04,CPU Batch,Enterprise,8959
2026-03-04,CPU Batch,Mid-Market,4738
2026-03-04,CPU Batch,Startup,1284
2026-03-04,CPU Batch,Research/Academic,2066
2026-03-04,CPU Interactive,Enterprise,7239
2026-03-04,CPU Interactive,Mid-Market,4738
2026-03-04,CPU Interactive,Startup,3197
2026-03-04,CPU Interactive,Research/Academic,3733
2026-03-05,GPU Training,Enterprise,31907
2026-03-05,GPU Training,Mid-Market,11841
2026-03-05,GPU Training,Startup,6284
2026-03-05,GPU Training,Research/Academic,4851
2026-03-05,GPU Inference,Enterprise,32582
2026-03-05,GPU Inference,Mid-Market,17118
2026-03-05,GPU Inference,Startup,18705
2026-03-05,GPU Inference,Research/Academic,2076
2026-03-05,CPU Batch,Enterprise,9079
2026-03-05,CPU Batch,Mid-Market,4582
2026-03-05,CPU Batch,Startup,1561
2026-03-05,CPU Batch,Research/Academic,1893
2026-03-05,CPU Interactive,Enterprise,7738
2026-03-05,CPU Interactive,Mid-Market,3997
2026-03-05,CPU Interactive,Startup,3280
2026-03-05,CPU Interactive,Research/Academic,4090
2026-03-06,GPU Training,Enterprise,31112
2026-03-06,GPU Training,Mid-Market,12901
2026-03-06,GPU Training,Startup,7143
2026-03-06,GPU Training,Research/Academic,6016
2026-03-06,GPU Inference,Enterprise,30444
2026-03-06,GPU Inference,Mid-Market,17639
2026-03-06,GPU Inference,Startup,15873
2026-03-06,GPU Inference,Research/Academic,1841
2026-03-06,CPU Batch,Enterprise,8511
2026-03-06,CPU Batch,Mid-Market,5285
2026-03-06,CPU Batch,Startup,1298
2026-03-06,CPU Batch,Research/Academic,1988
2026-03-06,CPU Interactive,Enterprise,6932
2026-03-06,CPU Interactive,Mid-Market,4094
2026-03-06,CPU Interactive,Startup,2617
2026-03-06,CPU Interactive,Research/Academic,3075
2026-03-07,GPU Training,Enterprise,23821
2026-03-07,GPU Training,Mid-Market,9123
2026-03-07,GPU Training,Startup,4389
2026-03-07,GPU Training,Research/Academic,4599
2026-03-07,GPU Inference,Enterprise,20337
2026-03-07,GPU Inference,Mid-Market,10967
2026-03-07,GPU Inference,Startup,10846
2026-03-07,GPU Inference,Research/Academic,1514
2026-03-07,CPU Batch,Enterprise,5462
2026-03-07,CPU Batch,Mid-Market,3501
2026-03-07,CPU Batch,Startup,876
2026-03-07,CPU Batch,Research/Academic,1276
2026-03-07,CPU Interactive,Enterprise,3667
2026-03-07,CPU Interactive,Mid-Market,2439
2026-03-07,CPU Interactive,Startup,1562
2026-03-07,CPU Interactive,Research/Academic,1710
2026-03-08,GPU Training,Enterprise,21749
2026-03-08,GPU Training,Mid-Market,8793
2026-03-08,GPU Training,Startup,4878
2026-03-08,GPU Training,Research/Academic,3825
2026-03-08,GPU Inference,Enterprise,18970
2026-03-08,GPU Inference,Mid-Market,9652
2026-03-08,GPU Inference,Startup,9695
2026-03-08,GPU Inference,Research/Academic,1299
2026-03-08,CPU Batch,Enterprise,4972
2026-03-08,CPU Batch,Mid-Market,2899
2026-03-08,CPU Batch,Startup,841
2026-03-08,CPU Batch,Research/Academic,1052
2026-03-08,CPU Interactive,Enterprise,3408
2026-03-08,CPU Interactive,Mid-Market,1620
2026-03-08,CPU Interactive,Startup,1224
2026-03-08,CPU Interactive,Research/Academic,1722
2026-03-09,GPU Training,Enterprise,31601
2026-03-09,GPU Training,Mid-Market,13684
2026-03-09,GPU Training,Startup,6414
2026-03-09,GPU Training,Research/Academic,5110
2026-03-09,GPU Inference,Enterprise,30189
2026-03-09,GPU Inference,Mid-Market,17904
2026-03-09,GPU Inference,Startup,16163
2026-03-09,GPU Inference,Research/Academic,2051
2026-03-09,CPU Batch,Enterprise,8846
2026-03-09,CPU Batch,Mid-Market,4879
2026-03-09,CPU Batch,Startup,1276
2026-03-09,CPU Batch,Research/Academic,1773
2026-03-09,CPU Interactive,Enterprise,6367
2026-03-09,CPU Interactive,Mid-Market,3370
2026-03-09,CPU Interactive,Startup,2179
2026-03-09,CPU Interactive,Research/Academic,3017
2026-03-10,GPU Training,Enterprise,30536
2026-03-10,GPU Training,Mid-Market,12345
2026-03-10,GPU Training,Startup,7164
2026-03-10,GPU Training,Research/Academic,5252
2026-03-10,GPU Inference,Enterprise,30398
2026-03-10,GPU Inference,Mid-Market,16150
2026-03-10,GPU Inference,Startup,18195
2026-03-10,GPU Inference,Research/Academic,1984
2026-03-10,CPU Batch,Enterprise,8789
2026-03-10,CPU Batch,Mid-Market,4781
2026-03-10,CPU Batch,Startup,1344
2026-03-10,CPU Batch,Research/Academic,1796
2026-03-10,CPU Interactive,Enterprise,6868
2026-03-10,CPU Interactive,Mid-Market,3878
2026-03-10,CPU Interactive,Startup,3106
2026-03-10,CPU Interactive,Research/Academic,3483
2026-03-11,GPU Training,Enterprise,34417
2026-03-11,GPU Training,Mid-Market,13987
2026-03-11,GPU Training,Startup,8890
2026-03-11,GPU Training,Research/Academic,5669
2026-03-11,GPU Inference,Enterprise,32319
2026-03-11,GPU Inference,Mid-Market,17141
2026-03-11,GPU Inference,Startup,18636
2026-03-11,GPU Inference,Research/Academic,1953
2026-03-11,CPU Batch,Enterprise,8675
2026-03-11,CPU Batch,Mid-Market,5546
2026-03-11,CPU Batch,Startup,1300
2026-03-11,CPU Batch,Research/Academic,1996
2026-03-11,CPU Interactive,Enterprise,7035
2026-03-11,CPU Interactive,Mid-Market,4443
2026-03-11,CPU Interactive,Startup,3468
2026-03-11,CPU Interactive,Research/Academic,3648
2026-03-12,GPU Training,Enterprise,34029
2026-03-12,GPU Training,Mid-Market,12868
2026-03-12,GPU Training,Startup,9202
2026-03-12,GPU Training,Research/Academic,5756
2026-03-12,GPU Inference,Enterprise,30539
2026-03-12,GPU Inference,Mid-Market,17848
2026-03-12,GPU Inference,Startup,16603
2026-03-12,GPU Inference,Research/Academic,2018
2026-03-12,CPU Batch,Enterprise,8613
2026-03-12,CPU Batch,Mid-Market,5122
2026-03-12,CPU Batch,Startup,1279
2026-03-12,CPU Batch,Research/Academic,1575
2026-03-12,CPU Interactive,Enterprise,7383
2026-03-12,CPU Interactive,Mid-Market,4001
2026-03-12,CPU Interactive,Startup,2761
2026-03-12,CPU Interactive,Research/Academic,2801
2026-03-13,GPU Training,Enterprise,29889
2026-03-13,GPU Training,Mid-Market,12139
2026-03-13,GPU Training,Startup,6233
2026-03-13,GPU Training,Research/Academic,5340
2026-03-13,GPU Inference,Enterprise,31958
2026-03-13,GPU Inference,Mid-Market,17587
2026-03-13,GPU Inference,Startup,18276
2026-03-13,GPU Inference,Research/Academic,2147
2026-03-13,CPU Batch,Enterprise,8593
2026-03-13,CPU Batch,Mid-Market,5000
2026-03-13,CPU Batch,Startup,1656
2026-03-13,CPU Batch,Research/Academic,1810
2026-03-13,CPU Interactive,Enterprise,6625
2026-03-13,CPU Interactive,Mid-Market,3999
2026-03-13,CPU Interactive,Startup,2342
2026-03-13,CPU Interactive,Research/Academic,3005
2026-03-14,GPU Training,Enterprise,22957
2026-03-14,GPU Training,Mid-Market,9670
2026-03-14,GPU Training,Startup,5267
2026-03-14,GPU Training,Research/Academic,4285
2026-03-14,GPU Inference,Enterprise,20387
2026-03-14,GPU Inference,Mid-Market,11090
2026-03-14,GPU Inference,Startup,12051
2026-03-14,GPU Inference,Research/Academic,1289
2026-03-14,CPU Batch,Enterprise,5826
2026-03-14,CPU Batch,Mid-Market,2840
2026-03-14,CPU Batch,Startup,1015
2026-03-14,CPU Batch,Research/Academic,1414
2026-03-14,CPU Interactive,Enterprise,3626
2026-03-14,CPU Interactive,Mid-Market,2288
2026-03-14,CPU Interactive,Startup,1536
2026-03-14,CPU Interactive,Research/Academic,1573
2026-03-15,GPU Training,Enterprise,21341
2026-03-15,GPU Training,Mid-Market,8223
2026-03-15,GPU Training,Startup,4637
2026-03-15,GPU Training,Research/Academic,3826
2026-03-15,GPU Inference,Enterprise,20585
2026-03-15,GPU Inference,Mid-Market,9712
2026-03-15,GPU Inference,Startup,9657
2026-03-15,GPU Inference,Research/Academic,1155
2026-03-15,CPU Batch,Enterprise,4864
2026-03-15,CPU Batch,Mid-Market,2791
2026-03-15,CPU Batch,Startup,841
2026-03-15,CPU Batch,Research/Academic,927
2026-03-15,CPU Interactive,Enterprise,3261
2026-03-15,CPU Interactive,Mid-Market,1688
2026-03-15,CPU Interactive,Startup,1336
2026-03-15,CPU Interactive,Research/Academic,1729
2026-03-16,GPU Training,Enterprise,30064
2026-03-16,GPU Training,Mid-Market,11880
2026-03-16,GPU Training,Startup,6034
2026-03-16,GPU Training,Research/Academic,4961
2026-03-16,GPU Inference,Enterprise,30114
2026-03-16,GPU Inference,Mid-Market,17085
2026-03-16,GPU Inference,Startup,15591
2026-03-16,GPU Inference,Research/Academic,1943
2026-03-16,CPU Batch,Enterprise,8255
2026-03-16,CPU Batch,Mid-Market,4479
2026-03-16,CPU Batch,Startup,1556
2026-03-16,CPU Batch,Research/Academic,1948
2026-03-16,CPU Interactive,Enterprise,6545
2026-03-16,CPU Interactive,Mid-Market,4077
2026-03-16,CPU Interactive,Startup,2838
2026-03-16,CPU Interactive,Research/Academic,3066
2026-03-17,GPU Training,Enterprise,29533
2026-03-17,GPU Training,Mid-Market,13638
2026-03-17,GPU Training,Startup,7413
2026-03-17,GPU Training,Research/Academic,5984
2026-03-17,GPU Inference,Enterprise,33752
2026-03-17,GPU Inference,Mid-Market,15892
2026-03-17,GPU Inference,Startup,14227
2026-03-17,GPU Inference,Research/Academic,1595
2026-03-17,CPU Batch,Enterprise,9295
2026-03-17,CPU Batch,Mid-Market,5084
2026-03-17,CPU Batch,Startup,1490
2026-03-17,CPU Batch,Research/Academic,1700
2026-03-17,CPU Interactive,Enterprise,7020
2026-03-17,CPU Interactive,Mid-Market,4024
2026-03-17,CPU Interactive,Startup,3170
2026-03-17,CPU Interactive,Research/Academic,3449
2026-03-18,GPU Training,Enterprise,33383
2026-03-18,GPU Training,Mid-Market,12818
2026-03-18,GPU Training,Startup,8169
2026-03-18,GPU Training,Research/Academic,5712
2026-03-18,GPU Inference,Enterprise,30391
2026-03-18,GPU Inference,Mid-Market,19742
2026-03-18,GPU Inference,Startup,19815
2026-03-18,GPU Inference,Research/Academic,2142
2026-03-18,CPU Batch,Enterprise,9323
2026-03-18,CPU Batch,Mid-Market,5611
2026-03-18,CPU Batch,Startup,1245
2026-03-18,CPU Batch,Research/Academic,2130
2026-03-18,CPU Interactive,Enterprise,7171
2026-03-18,CPU Interactive,Mid-Market,4450
2026-03-18,CPU Interactive,Startup,3039
2026-03-18,CPU Interactive,Research/Academic,3169
2026-03-19,GPU Training,Enterprise,31891
2026-03-19,GPU Training,Mid-Market,13901
2026-03-19,GPU Training,Startup,6921
2026-03-19,GPU Training,Research/Academic,5168
2026-03-19,GPU Inference,Enterprise,31112
2026-03-19,GPU Inference,Mid-Market,18762
2026-03-19,GPU Inference,Startup,21144
2026-03-19,GPU Inference,Research/Academic,1740
2026-03-19,CPU Batch,Enterprise,10314
2026-03-19,CPU Batch,Mid-Market,5070
2026-03-19,CPU Batch,Startup,1625
2026-03-19,CPU Batch,Research/Academic,1863
